pgs_id,reported_trait,category
PGS018893,Delirium dementia and amnestic and other cognitive disorders,Brain & Mental Health
PGS018894,Delirium dementia and amnestic and other cognitive disorders,Brain & Mental Health
PGS018895,Delirium dementia and amnestic and other cognitive disorders,Brain & Mental Health
PGS001827,Dementia,Brain & Mental Health
PGS002035,Dementia,Brain & Mental Health
PGS003334,Dementia,Brain & Mental Health
PGS004318,Dementia,Brain & Mental Health
PGS012589,Dementia,Brain & Mental Health
PGS018896,Dementia,Brain & Mental Health
PGS018897,Dementia,Brain & Mental Health
PGS018898,Dementia,Brain & Mental Health
PGS018899,Dementia,Brain & Mental Health
PGS018900,Dementia,Brain & Mental Health
PGS000945,Dementia in Alzheimer's disease (time-to-event),Brain & Mental Health
PGS001829,Depression,Brain & Mental Health
PGS002036,Depression,Brain & Mental Health
PGS002759,Depression,Brain & Mental Health
PGS004759,Depression,Brain & Mental Health
PGS004760,Depression,Brain & Mental Health
PGS018936,Depression,Brain & Mental Health
PGS018937,Depression,Brain & Mental Health
PGS018938,Depression,Brain & Mental Health
PGS018939,Depression,Brain & Mental Health
PGS018940,Depression,Brain & Mental Health
PGS000145,Depression (ICD-10 defined),Brain & Mental Health
PGS002113,Depression possibly related to stressful or traumatic event,Brain & Mental Health
PGS002320,Dermatologic diseases,Skin Health
PGS002392,Dermatologic diseases,Skin Health
PGS002441,Dermatologic diseases,Skin Health
PGS002490,Dermatologic diseases,Skin Health
PGS002539,Dermatologic diseases,Skin Health
PGS002588,Dermatologic diseases,Skin Health
PGS002637,Dermatologic diseases,Skin Health
PGS002686,Dermatologic diseases,Skin Health
PGS018445,Dermatophytosis of nail,Skin Health
PGS018446,Dermatophytosis of nail,Skin Health
PGS018447,Dermatophytosis of nail,Skin Health
PGS018448,Dermatophytosis of nail,Skin Health
PGS018449,Dermatophytosis of nail,Skin Health
PGS018450,Dermatophytosis of the body,Skin Health
PGS018451,Dermatophytosis of the body,Skin Health
PGS018452,Dermatophytosis of the body,Skin Health
PGS018453,Dermatophytosis of the body,Skin Health
PGS018454,Dermatophytosis of the body,Skin Health
PGS018951,Develomental delays and disorders,Brain & Mental Health
PGS018952,Develomental delays and disorders,Brain & Mental Health
PGS018953,Develomental delays and disorders,Brain & Mental Health
PGS018954,Develomental delays and disorders,Brain & Mental Health
PGS018955,Develomental delays and disorders,Brain & Mental Health
PGS001327,Diabetes,Metabolism & Hormones
PGS002321,Diabetes (any type),Metabolism & Hormones
PGS002393,Diabetes (any type),Metabolism & Hormones
PGS002442,Diabetes (any type),Metabolism & Hormones
PGS002491,Diabetes (any type),Metabolism & Hormones
PGS002540,Diabetes (any type),Metabolism & Hormones
PGS002589,Diabetes (any type),Metabolism & Hormones
PGS002638,Diabetes (any type),Metabolism & Hormones
PGS002687,Diabetes (any type),Metabolism & Hormones
PGS018717,Diabetes mellitus,Metabolism & Hormones
PGS018718,Diabetes mellitus,Metabolism & Hormones
PGS018719,Diabetes mellitus,Metabolism & Hormones
PGS018720,Diabetes mellitus,Metabolism & Hormones
PGS018721,Diabetes mellitus,Metabolism & Hormones
PGS018722,Diabetes mellitus,Metabolism & Hormones
PGS018770,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS018771,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS018772,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS018773,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS018774,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS018775,Diabetes type 2 with peripheral circulatory disorders,Cardiovascular & Cholesterol
PGS001028,Diabetic eye disease,Eye Health
PGS000819,Diabetic retinopathy,Eye Health
PGS001819,Diabetic retinopathy,Eye Health
PGS002027,Diabetic retinopathy,Eye Health
PGS018740,Diabetic retinopathy,Eye Health
PGS018741,Diabetic retinopathy,Eye Health
PGS018742,Diabetic retinopathy,Eye Health
PGS018743,Diabetic retinopathy,Eye Health
PGS018744,Diabetic retinopathy,Eye Health
PGS018745,Diabetic retinopathy,Eye Health
PGS000862,Diabetic Retinopathy,Eye Health
PGS001894,Diagnosed with coeliac disease or gluten sensitivity,Immune & Autoimmune
PGS002107,Diagnosed with coeliac disease or gluten sensitivity,Immune & Autoimmune
PGS001050,Diaphragmatic hernia (time-to-event),Digestive & Liver Health
PGS000302,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS000912,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002239,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002258,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002322,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002362,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002394,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002443,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002492,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002541,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002590,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002639,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002688,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002889,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002890,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002891,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002892,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002893,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002894,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002895,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002896,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002897,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002898,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002899,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002900,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002901,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002902,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002903,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002904,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002905,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002906,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002907,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS002908,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS003463,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS003883,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS003964,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004232,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004233,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004604,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004755,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004756,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004757,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS004758,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS005317,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS005351,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS012515,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS012523,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019793,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019817,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019841,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019865,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019889,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS019910,Diastolic blood pressure,Cardiovascular & Cholesterol
PGS001900,"Diastolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS002114,"Diastolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS003498,"Diastolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS004371,"Diastolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS001133,Diastolic BP (AR),Cardiovascular & Cholesterol
PGS019639,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS019640,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS019641,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS019642,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS019643,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS019644,Diffuse diseases of connective tissue,Immune & Autoimmune
PGS003454,Diffuse large B-cell lymphoma,Cancer
PGS004861,Dilated cardiomyopathy,Cardiovascular & Cholesterol
PGS004946,Dilated cardiomyopathy,Cardiovascular & Cholesterol
PGS004948,Dilated cardiomyopathy,Cardiovascular & Cholesterol
PGS004950,Dilated cardiomyopathy,Cardiovascular & Cholesterol
PGS004862,Dilated cardiomyopathy (MTAG),Cardiovascular & Cholesterol
PGS004947,Dilated cardiomyopathy (MTAG),Cardiovascular & Cholesterol
PGS004949,Dilated cardiomyopathy (MTAG),Cardiovascular & Cholesterol
PGS004951,Dilated cardiomyopathy (MTAG),Cardiovascular & Cholesterol
PGS004206,Direct bilirubin,Digestive & Liver Health
PGS004207,Direct bilirubin,Digestive & Liver Health
PGS004208,Direct bilirubin,Digestive & Liver Health
PGS004209,Direct bilirubin,Digestive & Liver Health
PGS004210,Direct bilirubin,Digestive & Liver Health
PGS000681,Direct bilirubin [umol/L],Digestive & Liver Health
PGS001873,Diseases of hair and hair follicles,Skin Health
PGS002086,Diseases of hair and hair follicles,Skin Health
PGS019400,Diseases of pancreas,Digestive & Liver Health
PGS019401,Diseases of pancreas,Digestive & Liver Health
PGS019402,Diseases of pancreas,Digestive & Liver Health
PGS019403,Diseases of pancreas,Digestive & Liver Health
PGS019404,Diseases of pancreas,Digestive & Liver Health
PGS019629,Diseases of sebaceous glands,Skin Health
PGS019630,Diseases of sebaceous glands,Skin Health
PGS019631,Diseases of sebaceous glands,Skin Health
PGS019632,Diseases of sebaceous glands,Skin Health
PGS019633,Diseases of sebaceous glands,Skin Health
PGS019582,Disorder of skin and subcutaneous tissue NOS,Skin Health
PGS019583,Disorder of skin and subcutaneous tissue NOS,Skin Health
PGS019584,Disorder of skin and subcutaneous tissue NOS,Skin Health
PGS019585,Disorder of skin and subcutaneous tissue NOS,Skin Health
PGS019586,Disorder of skin and subcutaneous tissue NOS,Skin Health
PGS018856,Disorders involving the immune mechanism,Immune & Autoimmune
PGS018857,Disorders involving the immune mechanism,Immune & Autoimmune
PGS018858,Disorders involving the immune mechanism,Immune & Autoimmune
PGS018859,Disorders involving the immune mechanism,Immune & Autoimmune
PGS018860,Disorders involving the immune mechanism,Immune & Autoimmune
PGS001824,Disorders of bilirubin excretion,Digestive & Liver Health
PGS002032,Disorders of bilirubin excretion,Digestive & Liver Health
PGS019071,Disorders of iris and ciliary body,Eye Health
PGS019072,Disorders of iris and ciliary body,Eye Health
PGS019073,Disorders of iris and ciliary body,Eye Health
PGS019074,Disorders of iris and ciliary body,Eye Health
PGS019075,Disorders of iris and ciliary body,Eye Health
PGS001823,Disorders of iron metabolism,Blood & Biomarkers
PGS002031,Disorders of iron metabolism,Blood & Biomarkers
PGS001821,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS002029,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS018786,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS018787,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS018788,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS018789,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS018790,Disorders of lipoid metabolism,Cardiovascular & Cholesterol
PGS001318,Disorders of lipoprotein metabolism and other lipidaemias (time-to-event),Cardiovascular & Cholesterol
PGS019562,Disorders of menstruation and other abnormal bleeding from female genital tract,Reproductive Health
PGS019563,Disorders of menstruation and other abnormal bleeding from female genital tract,Reproductive Health
PGS019564,Disorders of menstruation and other abnormal bleeding from female genital tract,Reproductive Health
PGS019565,Disorders of menstruation and other abnormal bleeding from female genital tract,Reproductive Health
PGS019566,Disorders of menstruation and other abnormal bleeding from female genital tract,Reproductive Health
PGS001023,Disorders of mineral metabolism (time-to-event),Metabolism & Hormones
PGS019527,Disorders of penis,Reproductive Health
PGS019528,Disorders of penis,Reproductive Health
PGS019529,Disorders of penis,Reproductive Health
PGS019530,Disorders of penis,Reproductive Health
PGS019531,Disorders of penis,Reproductive Health
PGS000924,Disorders of porphyrin and bilirubin metabolism (time-to-event),Digestive & Liver Health
PGS004614,Diverticular disease,Digestive & Liver Health
PGS000996,Diverticular disease/diverticulitis,Digestive & Liver Health
PGS000997,Diverticular disease of intestine (time-to-event),Digestive & Liver Health
PGS019335,Duodenal ulcer,Digestive & Liver Health
PGS019336,Duodenal ulcer,Digestive & Liver Health
PGS019337,Duodenal ulcer,Digestive & Liver Health
PGS019338,Duodenal ulcer,Digestive & Liver Health
PGS019339,Duodenal ulcer,Digestive & Liver Health
PGS001390,Duodenal ulcer (time-to-event),Digestive & Liver Health
PGS001852,Duodenitis,Digestive & Liver Health
PGS001254,Dupuytren's contracture,"Bone, Joint & Muscle Health"
PGS004446,E03 (Other hypothyroidism),Metabolism & Hormones
PGS004516,E03 (Other hypothyroidism),Metabolism & Hormones
PGS004447,E66 (Obesity),Metabolism & Hormones
PGS004517,E66 (Obesity),Metabolism & Hormones
PGS004448,E78 (Disorders of lipoprotein metabolism and other lipidaemias),Cardiovascular & Cholesterol
PGS004518,E78 (Disorders of lipoprotein metabolism and other lipidaemias),Cardiovascular & Cholesterol
PGS000716,Early life body size,Metabolism & Hormones
PGS003760,Early onset colorectal cancer,Cancer
PGS004612,ECG-AI predicted 5-year risk of atrial fibrillation,Cardiovascular & Cholesterol
PGS002323,Eczema,Immune & Autoimmune
PGS002363,Eczema,Immune & Autoimmune
PGS002395,Eczema,Immune & Autoimmune
PGS002444,Eczema,Immune & Autoimmune
PGS002493,Eczema,Immune & Autoimmune
PGS002542,Eczema,Immune & Autoimmune
PGS002591,Eczema,Immune & Autoimmune
PGS002640,Eczema,Immune & Autoimmune
PGS002689,Eczema,Immune & Autoimmune
PGS000944,"Eczema, dermatitis",Immune & Autoimmune
PGS003989,eGFR,Kidney & Urinary Health
PGS004005,eGFR,Kidney & Urinary Health
PGS004017,eGFR,Kidney & Urinary Health
PGS004031,eGFR,Kidney & Urinary Health
PGS004046,eGFR,Kidney & Urinary Health
PGS004059,eGFR,Kidney & Urinary Health
PGS004075,eGFR,Kidney & Urinary Health
PGS004089,eGFR,Kidney & Urinary Health
PGS004113,eGFR,Kidney & Urinary Health
PGS004129,eGFR,Kidney & Urinary Health
PGS004143,eGFR,Kidney & Urinary Health
PGS004159,eGFR,Kidney & Urinary Health
PGS005318,eGFR,Kidney & Urinary Health
PGS000682,eGFR [ml/min/1.73m2],Kidney & Urinary Health
PGS019773,Elevated prostate specific antigen PSA,Reproductive Health
PGS019774,Elevated prostate specific antigen PSA,Reproductive Health
PGS019775,Elevated prostate specific antigen PSA,Reproductive Health
PGS019776,Elevated prostate specific antigen PSA,Reproductive Health
PGS019777,Elevated prostate specific antigen PSA,Reproductive Health
PGS001326,Emphysema,Lung & Respiratory
PGS002324,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002396,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002445,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002494,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002543,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002592,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002641,Endocrine and diabetes diseases,Metabolism & Hormones
PGS002690,Endocrine and diabetes diseases,Metabolism & Hormones
PGS000075,Endometrial cancer,Cancer
PGS000786,Endometrial cancer,Cancer
PGS002300,Endometrial cancer,Cancer
PGS002735,Endometrial cancer,Cancer
PGS002736,Endometrial cancer,Cancer
PGS002737,Endometrial cancer,Cancer
PGS004244,Endometrial cancer,Cancer
PGS001866,Endometriosis,Reproductive Health
PGS002077,Endometriosis,Reproductive Health
PGS003447,Endometriosis,Reproductive Health
PGS019552,Endometriosis,Reproductive Health
PGS019553,Endometriosis,Reproductive Health
PGS019554,Endometriosis,Reproductive Health
PGS019555,Endometriosis,Reproductive Health
PGS019556,Endometriosis,Reproductive Health
PGS019437,End stage renal disease,Kidney & Urinary Health
PGS019438,End stage renal disease,Kidney & Urinary Health
PGS019439,End stage renal disease,Kidney & Urinary Health
PGS019440,End stage renal disease,Kidney & Urinary Health
PGS019441,End stage renal disease,Kidney & Urinary Health
PGS001015,Enlarged prostate,Reproductive Health
PGS000324,Enthesitis-related Juvenile Idiophatic Arthritis,"Bone, Joint & Muscle Health"
PGS000090,Eosinophil count,Blood & Biomarkers
PGS000165,Eosinophil count,Blood & Biomarkers
PGS001172,Eosinophil count,Blood & Biomarkers
PGS002325,Eosinophil count,Blood & Biomarkers
PGS002364,Eosinophil count,Blood & Biomarkers
PGS002397,Eosinophil count,Blood & Biomarkers
PGS002446,Eosinophil count,Blood & Biomarkers
PGS002495,Eosinophil count,Blood & Biomarkers
PGS002544,Eosinophil count,Blood & Biomarkers
PGS002593,Eosinophil count,Blood & Biomarkers
PGS002642,Eosinophil count,Blood & Biomarkers
PGS002691,Eosinophil count,Blood & Biomarkers
PGS003464,Eosinophil count,Blood & Biomarkers
PGS003939,Eosinophil count,Blood & Biomarkers
PGS004761,Eosinophil count,Blood & Biomarkers
PGS004762,Eosinophil count,Blood & Biomarkers
PGS004763,Eosinophil count,Blood & Biomarkers
PGS004764,Eosinophil count,Blood & Biomarkers
PGS005182,Eosinophil count variance,Blood & Biomarkers
PGS012513,Eosinophilic esophagitis (EOE),Blood & Biomarkers
PGS002760,Epilepsy,Brain & Mental Health
PGS004881,Epilepsy,Brain & Mental Health
PGS018991,Epilepsy,Brain & Mental Health
PGS018992,Epilepsy,Brain & Mental Health
PGS018993,Epilepsy,Brain & Mental Health
PGS018994,Epilepsy,Brain & Mental Health
PGS018995,Epilepsy,Brain & Mental Health
PGS000068,Epithelial ovarian cancer,Cancer
PGS000724,Epithelial ovarian cancer,Cancer
PGS002250,Epithelial ovarian cancer,Cancer
PGS003394,Epithelial ovarian cancer,Cancer
PGS000003,ER-negative breast cancer,Cancer
PGS000006,ER-negative breast cancer,Cancer
PGS000009,ER-negative breast cancer,Cancer
PGS004867,ER-negative breast cancer,Cancer
PGS005106,ER-negative breast cancer,Cancer
PGS000002,ER-positive breast cancer,Cancer
PGS000005,ER-positive breast cancer,Cancer
PGS000008,ER-positive breast cancer,Cancer
PGS004866,ER-positive breast cancer,Cancer
PGS005105,ER-positive breast cancer,Cancer
PGS019587,Erythematous conditions,Skin Health
PGS019588,Erythematous conditions,Skin Health
PGS019589,Erythematous conditions,Skin Health
PGS019590,Erythematous conditions,Skin Health
PGS019591,Erythematous conditions,Skin Health
PGS019592,Erythematous conditions,Skin Health
PGS003388,Esophageal adenocarcinoma,Cancer
PGS003387,Esophageal adenocarcinoma or Barrett’s esophagus,Cancer
PGS000363,Esophageal cancer,Cancer
PGS000364,Esophageal cancer,Cancer
PGS000365,Esophageal cancer,Cancer
PGS000366,Esophageal cancer,Cancer
PGS005160,Esophageal cancer,Cancer
PGS018475,Esophageal cancer,Cancer
PGS018476,Esophageal cancer,Cancer
PGS018477,Esophageal cancer,Cancer
PGS018478,Esophageal cancer,Cancer
PGS018479,Esophageal cancer,Cancer
PGS001851,"Esophagitis, GERD and related diseases",Digestive & Liver Health
PGS002063,"Esophagitis, GERD and related diseases",Digestive & Liver Health
PGS000958,Essential hypertension,Cardiovascular & Cholesterol
PGS019132,Essential hypertension,Cardiovascular & Cholesterol
PGS019133,Essential hypertension,Cardiovascular & Cholesterol
PGS019134,Essential hypertension,Cardiovascular & Cholesterol
PGS019135,Essential hypertension,Cardiovascular & Cholesterol
PGS019136,Essential hypertension,Cardiovascular & Cholesterol
PGS019137,Essential hypertension,Cardiovascular & Cholesterol
PGS000957,Essential (primary hypertension) (time-to-event),Cardiovascular & Cholesterol
PGS000303,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS000860,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS000883,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS000884,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS000885,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS002810,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003219,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003220,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003221,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003222,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003223,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003224,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003225,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003226,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003227,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003228,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003377,Estimated glomerular filtration rate,Kidney & Urinary Health
PGS003249,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003250,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003251,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003252,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003253,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003254,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003255,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003256,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003257,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003258,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003259,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003260,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003261,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003262,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003263,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003264,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003265,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003266,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003267,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003268,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003269,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003270,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003271,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003272,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003273,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003274,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003275,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003276,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003277,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003278,Estimated glomerular filtration rate (Creatine),Kidney & Urinary Health
PGS003289,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003290,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003291,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003292,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003293,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003294,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003295,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003296,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003297,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003298,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003299,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003300,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003301,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003302,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003303,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003304,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003305,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003306,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003307,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003308,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003309,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003310,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003311,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003312,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003313,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003314,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003315,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003316,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003317,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS003318,Estimated glomerular filtration rate (Cystatin C),Cardiovascular & Cholesterol
PGS000047,Estrogen receptor [ER]-negative breast cancer,Cancer
PGS000046,Estrogen receptor [ER]-positive breast cancer,Cancer
PGS000346,Estrogen receptor negative breast cancer,Cancer
PGS000775,Estrogen receptor negative breast cancer,Cancer
PGS004895,Estrogen receptor negative breast cancer,Cancer
PGS005382,Estrogen-receptor negative breast cancer,Cancer
PGS005383,Estrogen-receptor negative breast cancer,Cancer
PGS000347,Estrogen receptor positive breast cancer,Cancer
PGS000774,Estrogen receptor positive breast cancer,Cancer
PGS004894,Estrogen receptor positive breast cancer,Cancer
PGS005380,Estrogen-receptor positive breast cancer,Cancer
PGS005381,Estrogen-receptor positive breast cancer,Cancer
PGS001321,Eye problems/disorders (Glaucoma),Eye Health
PGS004449,F10 (Mental and behavioural disorders due to use of alcohol),Brain & Mental Health
PGS004519,F10 (Mental and behavioural disorders due to use of alcohol),Brain & Mental Health
PGS004450,F17 (Mental and behavioural disorders due to use of tobacco),Brain & Mental Health
PGS004520,F17 (Mental and behavioural disorders due to use of tobacco),Brain & Mental Health
PGS004451,F41 (Other anxiety disorders),Brain & Mental Health
PGS004521,F41 (Other anxiety disorders),Brain & Mental Health
PGS018996,Facial nerve disorders CN7,Brain & Mental Health
PGS018997,Facial nerve disorders CN7,Brain & Mental Health
PGS018998,Facial nerve disorders CN7,Brain & Mental Health
PGS018999,Facial nerve disorders CN7,Brain & Mental Health
PGS019000,Facial nerve disorders CN7,Brain & Mental Health
PGS019712,Fasciitis,"Bone, Joint & Muscle Health"
PGS019713,Fasciitis,"Bone, Joint & Muscle Health"
PGS019714,Fasciitis,"Bone, Joint & Muscle Health"
PGS019715,Fasciitis,"Bone, Joint & Muscle Health"
PGS019716,Fasciitis,"Bone, Joint & Muscle Health"
PGS000305,Fasting glucose,Metabolism & Hormones
PGS000838,Fasting glucose,Metabolism & Hormones
PGS001350,Fasting glucose,Metabolism & Hormones
