pgs_id,reported_trait,category
PGS000588,Prostate cancer,Cancer
PGS000589,Prostate cancer,Cancer
PGS000590,Prostate cancer,Cancer
PGS000591,Prostate cancer,Cancer
PGS000592,Prostate cancer,Cancer
PGS000662,Prostate cancer,Cancer
PGS000714,Prostate cancer,Cancer
PGS000719,Prostate cancer,Cancer
PGS000733,Prostate cancer,Cancer
PGS000741,Prostate cancer,Cancer
PGS000742,Prostate cancer,Cancer
PGS000751,Prostate cancer,Cancer
PGS000795,Prostate cancer,Cancer
PGS000878,Prostate cancer,Cancer
PGS000881,Prostate cancer,Cancer
PGS001291,Prostate cancer,Cancer
PGS001805,Prostate cancer,Cancer
PGS002016,Prostate cancer,Cancer
PGS002240,Prostate cancer,Cancer
PGS002241,Prostate cancer,Cancer
PGS002268,Prostate cancer,Cancer
PGS002791,Prostate cancer,Cancer
PGS002792,Prostate cancer,Cancer
PGS002793,Prostate cancer,Cancer
PGS002796,Prostate cancer,Cancer
PGS002797,Prostate cancer,Cancer
PGS002798,Prostate cancer,Cancer
PGS002799,Prostate cancer,Cancer
PGS003331,Prostate cancer,Cancer
PGS003415,Prostate cancer,Cancer
PGS003418,Prostate cancer,Cancer
PGS003419,Prostate cancer,Cancer
PGS003460,Prostate cancer,Cancer
PGS003765,Prostate cancer,Cancer
PGS003766,Prostate cancer,Cancer
PGS003985,Prostate cancer,Cancer
PGS004001,Prostate cancer,Cancer
PGS004027,Prostate cancer,Cancer
PGS004042,Prostate cancer,Cancer
PGS004055,Prostate cancer,Cancer
PGS004071,Prostate cancer,Cancer
PGS004085,Prostate cancer,Cancer
PGS004099,Prostate cancer,Cancer
PGS004109,Prostate cancer,Cancer
PGS004125,Prostate cancer,Cancer
PGS004139,Prostate cancer,Cancer
PGS004155,Prostate cancer,Cancer
PGS004251,Prostate cancer,Cancer
PGS004581,Prostate cancer,Cancer
PGS004599,Prostate cancer,Cancer
PGS004601,Prostate cancer,Cancer
PGS004694,Prostate cancer,Cancer
PGS004815,Prostate cancer,Cancer
PGS004816,Prostate cancer,Cancer
PGS004872,Prostate cancer,Cancer
PGS005167,Prostate cancer,Cancer
PGS005205,Prostate cancer,Cancer
PGS018560,Prostate cancer,Cancer
PGS018561,Prostate cancer,Cancer
PGS018562,Prostate cancer,Cancer
PGS018563,Prostate cancer,Cancer
PGS018564,Prostate cancer,Cancer
PGS005237,Prostate carcinoma,Cancer
PGS005238,Prostate carcinoma,Cancer
PGS005239,Prostate carcinoma,Cancer
PGS005240,Prostate carcinoma,Cancer
PGS005241,Prostate carcinoma,Cancer
PGS005395,Prostate carcinoma,Cancer
PGS005098,Prostate specific antigen,Reproductive Health
PGS005099,Prostate specific antigen,Reproductive Health
PGS005100,Prostate specific antigen,Reproductive Health
PGS005101,Prostate specific antigen,Reproductive Health
PGS003378,Prostate-specific antigen (PSA) levels,Reproductive Health
PGS003379,Prostate-specific antigen (PSA) levels,Reproductive Health
PGS005107,Prostate-specific antigen (PSA) levels,Reproductive Health
PGS004324,Prurigo nodularis,Skin Health
PGS001312,Psoriasis,Immune & Autoimmune
PGS001871,Psoriasis,Immune & Autoimmune
PGS002083,Psoriasis,Immune & Autoimmune
PGS002293,Psoriasis,Immune & Autoimmune
PGS002344,Psoriasis,Immune & Autoimmune
PGS002416,Psoriasis,Immune & Autoimmune
PGS002465,Psoriasis,Immune & Autoimmune
PGS002514,Psoriasis,Immune & Autoimmune
PGS002563,Psoriasis,Immune & Autoimmune
PGS002612,Psoriasis,Immune & Autoimmune
PGS002661,Psoriasis,Immune & Autoimmune
PGS002710,Psoriasis,Immune & Autoimmune
PGS004260,Psoriasis,Immune & Autoimmune
PGS004261,Psoriasis,Immune & Autoimmune
PGS004262,Psoriasis,Immune & Autoimmune
PGS004263,Psoriasis,Immune & Autoimmune
PGS004264,Psoriasis,Immune & Autoimmune
PGS004315,Psoriasis,Immune & Autoimmune
PGS004316,Psoriasis,Immune & Autoimmune
PGS004317,Psoriasis,Immune & Autoimmune
PGS005307,Psoriasis,Immune & Autoimmune
PGS005308,Psoriasis,Immune & Autoimmune
PGS005309,Psoriasis,Immune & Autoimmune
PGS005310,Psoriasis,Immune & Autoimmune
PGS005311,Psoriasis,Immune & Autoimmune
PGS005312,Psoriasis,Immune & Autoimmune
PGS019611,Psoriasis,Immune & Autoimmune
PGS019612,Psoriasis,Immune & Autoimmune
PGS019613,Psoriasis,Immune & Autoimmune
PGS019614,Psoriasis,Immune & Autoimmune
PGS019615,Psoriasis,Immune & Autoimmune
PGS019616,Psoriasis,Immune & Autoimmune
PGS019605,Psoriasis and related disorders,Immune & Autoimmune
PGS019606,Psoriasis and related disorders,Immune & Autoimmune
PGS019607,Psoriasis and related disorders,Immune & Autoimmune
PGS019608,Psoriasis and related disorders,Immune & Autoimmune
PGS019609,Psoriasis and related disorders,Immune & Autoimmune
PGS019610,Psoriasis and related disorders,Immune & Autoimmune
PGS001313,Psoriasis (time-to-event),Immune & Autoimmune
PGS019617,Psoriasis vulgaris,Immune & Autoimmune
PGS019618,Psoriasis vulgaris,Immune & Autoimmune
PGS019619,Psoriasis vulgaris,Immune & Autoimmune
PGS019620,Psoriasis vulgaris,Immune & Autoimmune
PGS019621,Psoriasis vulgaris,Immune & Autoimmune
PGS019622,Psoriasis vulgaris,Immune & Autoimmune
PGS001522,Psoriatic and enteropathic arthropathies (time-to-event),Immune & Autoimmune
PGS000198,Psoriatic arthritis,Immune & Autoimmune
PGS000342,Psoriatic arthritis,Immune & Autoimmune
PGS000343,Psoriatic arthritis,Immune & Autoimmune
PGS001287,Psoriatic arthropathy,Immune & Autoimmune
PGS019623,Psoriatic arthropathy,Immune & Autoimmune
PGS019624,Psoriatic arthropathy,Immune & Autoimmune
PGS019625,Psoriatic arthropathy,Immune & Autoimmune
PGS019626,Psoriatic arthropathy,Immune & Autoimmune
PGS019627,Psoriatic arthropathy,Immune & Autoimmune
PGS019628,Psoriatic arthropathy,Immune & Autoimmune
PGS003861,Pulmonary embolism,Cardiovascular & Cholesterol
PGS001030,Pulmonary fibrosis,Lung & Respiratory
PGS001840,Pulmonary heart disease,Cardiovascular & Cholesterol
PGS002049,Pulmonary heart disease,Cardiovascular & Cholesterol
PGS003477,Pulse pressure,Cardiovascular & Cholesterol
PGS004605,Pulse pressure,Cardiovascular & Cholesterol
PGS019804,Pulse pressure,Cardiovascular & Cholesterol
PGS019828,Pulse pressure,Cardiovascular & Cholesterol
PGS019852,Pulse pressure,Cardiovascular & Cholesterol
PGS019876,Pulse pressure,Cardiovascular & Cholesterol
PGS019900,Pulse pressure,Cardiovascular & Cholesterol
PGS019914,Pulse pressure,Cardiovascular & Cholesterol
PGS005352,Pulse Pressure,Cardiovascular & Cholesterol
PGS001523,Pulse rate,Cardiovascular & Cholesterol
PGS004327,Pulse rate,Cardiovascular & Cholesterol
PGS001975,"Pulse rate, automated reading",Cardiovascular & Cholesterol
PGS002193,"Pulse rate, automated reading",Cardiovascular & Cholesterol
PGS003550,"Pulse rate, automated reading",Cardiovascular & Cholesterol
PGS004370,"Pulse rate, automated reading",Cardiovascular & Cholesterol
PGS001524,Pulse rate (during blood-pressure measurement),Cardiovascular & Cholesterol
PGS000736,QRS duration,Cardiovascular & Cholesterol
PGS001525,QRS duration,Cardiovascular & Cholesterol
PGS001948,QRS duration,Cardiovascular & Cholesterol
PGS002166,QRS duration,Cardiovascular & Cholesterol
PGS003529,QRS duration,Cardiovascular & Cholesterol
PGS002276,QTc duration,Cardiovascular & Cholesterol
PGS001906,QTc interval,Cardiovascular & Cholesterol
PGS002120,QTc interval,Cardiovascular & Cholesterol
PGS003501,QTc interval,Cardiovascular & Cholesterol
PGS001527,QTc interval (QT interval according to Bazett),Cardiovascular & Cholesterol
PGS001526,QT interval,Cardiovascular & Cholesterol
PGS001905,QT interval,Cardiovascular & Cholesterol
PGS002119,QT interval,Cardiovascular & Cholesterol
PGS003500,QT interval,Cardiovascular & Cholesterol
PGS000768,QT-interval,Cardiovascular & Cholesterol
PGS001258,Radius fracture,"Bone, Joint & Muscle Health"
PGS000664,Rapid decline of glomerular filtration rate (GFR),Kidney & Urinary Health
PGS001110,Reactive arthropathies (time-to-event),"Bone, Joint & Muscle Health"
PGS001899,Recent feelings of depression,Brain & Mental Health
PGS002112,Recent feelings of depression,Brain & Mental Health
PGS002098,Recent poor appetite or overeating,Brain & Mental Health
PGS000110,Red blood cell count,Blood & Biomarkers
PGS000187,Red blood cell count,Blood & Biomarkers
PGS001240,Red blood cell count,Blood & Biomarkers
PGS002345,Red blood cell count,Blood & Biomarkers
PGS002374,Red blood cell count,Blood & Biomarkers
PGS002417,Red blood cell count,Blood & Biomarkers
PGS002466,Red blood cell count,Blood & Biomarkers
PGS002515,Red blood cell count,Blood & Biomarkers
PGS002564,Red blood cell count,Blood & Biomarkers
PGS002613,Red blood cell count,Blood & Biomarkers
PGS002662,Red blood cell count,Blood & Biomarkers
PGS002711,Red blood cell count,Blood & Biomarkers
PGS003478,Red blood cell count,Blood & Biomarkers
PGS004821,Red blood cell count,Blood & Biomarkers
PGS004822,Red blood cell count,Blood & Biomarkers
PGS004823,Red blood cell count,Blood & Biomarkers
PGS004824,Red blood cell count,Blood & Biomarkers
PGS019805,Red blood cell count,Blood & Biomarkers
PGS019829,Red blood cell count,Blood & Biomarkers
PGS019853,Red blood cell count,Blood & Biomarkers
PGS019877,Red blood cell count,Blood & Biomarkers
PGS019901,Red blood cell count,Blood & Biomarkers
PGS005195,Red blood cell count variance,Blood & Biomarkers
PGS001152,Red blood cell distribution width,Blood & Biomarkers
PGS002346,Red blood cell distribution width,Blood & Biomarkers
PGS002418,Red blood cell distribution width,Blood & Biomarkers
PGS002467,Red blood cell distribution width,Blood & Biomarkers
PGS002516,Red blood cell distribution width,Blood & Biomarkers
PGS002565,Red blood cell distribution width,Blood & Biomarkers
PGS002614,Red blood cell distribution width,Blood & Biomarkers
PGS002663,Red blood cell distribution width,Blood & Biomarkers
PGS002712,Red blood cell distribution width,Blood & Biomarkers
PGS001908,Red blood cell (erythrocyte) distribution width,Blood & Biomarkers
PGS002122,Red blood cell (erythrocyte) distribution width,Blood & Biomarkers
PGS003503,Red blood cell (erythrocyte) distribution width,Blood & Biomarkers
PGS003931,Red blood cell (erythrocyte) distribution width,Blood & Biomarkers
PGS004351,Red blood cell (erythrocyte) distribution width,Blood & Biomarkers
PGS000188,Red cell distribution width,Blood & Biomarkers
PGS004825,Red cell distribution width,Blood & Biomarkers
PGS004826,Red cell distribution width,Blood & Biomarkers
PGS004827,Red cell distribution width,Blood & Biomarkers
PGS004828,Red cell distribution width,Blood & Biomarkers
PGS002279,Reduced left ventricular ejection fraction,Cardiovascular & Cholesterol
PGS003414,REM sleep behavior disorder,Brain & Mental Health
PGS000161,Renal cancer,Cancer
PGS003744,Renal cancer,Cancer
PGS019427,Renal failure,Kidney & Urinary Health
PGS019428,Renal failure,Kidney & Urinary Health
PGS019429,Renal failure,Kidney & Urinary Health
PGS019430,Renal failure,Kidney & Urinary Health
PGS019431,Renal failure,Kidney & Urinary Health
PGS002347,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002419,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002468,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002517,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002566,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002615,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002664,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS002713,Respiratory and ear-nose-throat diseases,Lung & Respiratory
PGS000387,Respiratory system cancer,Cancer
PGS018515,Respiratory system cancer,Cancer
PGS018516,Respiratory system cancer,Cancer
PGS018517,Respiratory system cancer,Cancer
PGS018518,Respiratory system cancer,Cancer
PGS018519,Respiratory system cancer,Cancer
PGS019512,Retention of urine,Kidney & Urinary Health
PGS019513,Retention of urine,Kidney & Urinary Health
PGS019514,Retention of urine,Kidney & Urinary Health
PGS019515,Retention of urine,Kidney & Urinary Health
PGS019516,Retention of urine,Kidney & Urinary Health
PGS001137,Retinal detachment,Eye Health
PGS000990,Retinal detachments and breaks (time-to-event),Eye Health
PGS001833,Retinal detachments and defects,Eye Health
PGS002040,Retinal detachments and defects,Eye Health
PGS019006,Retinal detachments and defects,Eye Health
PGS019007,Retinal detachments and defects,Eye Health
PGS019008,Retinal detachments and defects,Eye Health
PGS019009,Retinal detachments and defects,Eye Health
PGS019010,Retinal detachments and defects,Eye Health
PGS001276,Retinal disorders in diseases classified elsewhere (time-to-event),Eye Health
PGS001868,Rhesus isoimmunization in pregnancy,Reproductive Health
PGS002080,Rhesus isoimmunization in pregnancy,Reproductive Health
PGS019717,Rheumatism unspecified and fibrositis,Immune & Autoimmune
PGS019718,Rheumatism unspecified and fibrositis,Immune & Autoimmune
PGS019719,Rheumatism unspecified and fibrositis,Immune & Autoimmune
PGS019720,Rheumatism unspecified and fibrositis,Immune & Autoimmune
PGS019721,Rheumatism unspecified and fibrositis,Immune & Autoimmune
PGS001310,Rheumatoid arthritis,Immune & Autoimmune
PGS001875,Rheumatoid arthritis,Immune & Autoimmune
PGS002088,Rheumatoid arthritis,Immune & Autoimmune
PGS002260,Rheumatoid arthritis,Immune & Autoimmune
PGS002745,Rheumatoid arthritis,Immune & Autoimmune
PGS003994,Rheumatoid arthritis,Immune & Autoimmune
PGS004010,Rheumatoid arthritis,Immune & Autoimmune
PGS004021,Rheumatoid arthritis,Immune & Autoimmune
PGS004049,Rheumatoid arthritis,Immune & Autoimmune
PGS004064,Rheumatoid arthritis,Immune & Autoimmune
PGS004079,Rheumatoid arthritis,Immune & Autoimmune
PGS004094,Rheumatoid arthritis,Immune & Autoimmune
PGS004103,Rheumatoid arthritis,Immune & Autoimmune
PGS004118,Rheumatoid arthritis,Immune & Autoimmune
PGS004133,Rheumatoid arthritis,Immune & Autoimmune
PGS004148,Rheumatoid arthritis,Immune & Autoimmune
PGS004163,Rheumatoid arthritis,Immune & Autoimmune
PGS004255,Rheumatoid arthritis,Immune & Autoimmune
PGS004256,Rheumatoid arthritis,Immune & Autoimmune
PGS004257,Rheumatoid arthritis,Immune & Autoimmune
PGS004258,Rheumatoid arthritis,Immune & Autoimmune
PGS004259,Rheumatoid arthritis,Immune & Autoimmune
PGS004326,Rheumatoid arthritis,Immune & Autoimmune
PGS004873,Rheumatoid arthritis,Immune & Autoimmune
PGS019661,Rheumatoid arthritis,Immune & Autoimmune
PGS019662,Rheumatoid arthritis,Immune & Autoimmune
PGS019663,Rheumatoid arthritis,Immune & Autoimmune
PGS019664,Rheumatoid arthritis,Immune & Autoimmune
PGS019665,Rheumatoid arthritis,Immune & Autoimmune
PGS004817,Rheumatoid Arthritis,Immune & Autoimmune
PGS004818,Rheumatoid Arthritis,Immune & Autoimmune
PGS004819,Rheumatoid Arthritis,Immune & Autoimmune
PGS004820,Rheumatoid Arthritis,Immune & Autoimmune
PGS019656,Rheumatoid arthritis and other inflammatory polyarthropathies,Immune & Autoimmune
PGS019657,Rheumatoid arthritis and other inflammatory polyarthropathies,Immune & Autoimmune
PGS019658,Rheumatoid arthritis and other inflammatory polyarthropathies,Immune & Autoimmune
PGS019659,Rheumatoid arthritis and other inflammatory polyarthropathies,Immune & Autoimmune
PGS019660,Rheumatoid arthritis and other inflammatory polyarthropathies,Immune & Autoimmune
PGS000194,Rheumatoid arthritis (CCP-negative),Immune & Autoimmune
PGS000195,Rheumatoid arthritis (CCP-negative),Immune & Autoimmune
PGS001138,Rheumatoid factor [> 16 IU/mL],Immune & Autoimmune
PGS000326,Rheumatoid-factor-negative Polyarthritis (Juvenile Idiophatic Arthritis),Immune & Autoimmune
PGS001039,"Right heel bone mineral density (BMD) T-score, automated","Bone, Joint & Muscle Health"
PGS000922,Sarcoidosis,Immune & Autoimmune
PGS001872,Sarcoidosis,Immune & Autoimmune
PGS002084,Sarcoidosis,Immune & Autoimmune
PGS000923,Sarcoidosis (time-to-event),Immune & Autoimmune
PGS000133,Schizophrenia,Brain & Mental Health
PGS000134,Schizophrenia,Brain & Mental Health
PGS000135,Schizophrenia,Brain & Mental Health
PGS000136,Schizophrenia,Brain & Mental Health
PGS002785,Schizophrenia,Brain & Mental Health
PGS019732,Sciatica,"Bone, Joint & Muscle Health"
PGS019733,Sciatica,"Bone, Joint & Muscle Health"
PGS019734,Sciatica,"Bone, Joint & Muscle Health"
PGS019735,Sciatica,"Bone, Joint & Muscle Health"
PGS019736,Sciatica,"Bone, Joint & Muscle Health"
PGS002085,Seborrheic keratosis,Skin Health
PGS001140,Seborrheic keratosis (time-to-event),Skin Health
PGS018600,Secondary malignancy of bone,Cancer
PGS018601,Secondary malignancy of bone,Cancer
PGS018602,Secondary malignancy of bone,Cancer
PGS018603,Secondary malignancy of bone,Cancer
PGS018604,Secondary malignancy of bone,Cancer
PGS018595,Secondary malignant neoplasm,Cancer
PGS018596,Secondary malignant neoplasm,Cancer
PGS018597,Secondary malignant neoplasm,Cancer
PGS018598,Secondary malignant neoplasm,Cancer
PGS018599,Secondary malignant neoplasm,Cancer
PGS000143,"Seen a General Practitioner for nerves, anxiety, tension or depression (without report of low mood or anhedonia)",Brain & Mental Health
PGS000141,"Seen a psychiatrist for nerves, anxiety, tension or depression",Brain & Mental Health
PGS000144,Self-reported depression or depression symptoms,Brain & Mental Health
PGS018911,Senile dementia,Brain & Mental Health
PGS018912,Senile dementia,Brain & Mental Health
PGS018913,Senile dementia,Brain & Mental Health
PGS018914,Senile dementia,Brain & Mental Health
PGS018915,Senile dementia,Brain & Mental Health
PGS019116,Sensorineural hearing loss,Hearing & Ear Health
PGS019117,Sensorineural hearing loss,Hearing & Ear Health
PGS019118,Sensorineural hearing loss,Hearing & Ear Health
PGS019119,Sensorineural hearing loss,Hearing & Ear Health
PGS019120,Sensorineural hearing loss,Hearing & Ear Health
PGS002769,Seropositive rheumatoid arthritis,Immune & Autoimmune
PGS001311,Seropositive rheumatoid arthritis (time-to-event),Immune & Autoimmune
PGS000069,Serous epithelial ovarian cancer,Cancer
PGS004747,Serum creatinine,Kidney & Urinary Health
PGS004748,Serum creatinine,Kidney & Urinary Health
PGS004749,Serum creatinine,Kidney & Urinary Health
PGS004750,Serum creatinine,Kidney & Urinary Health
PGS019807,Serum creatinine,Kidney & Urinary Health
PGS019831,Serum creatinine,Kidney & Urinary Health
PGS019855,Serum creatinine,Kidney & Urinary Health
PGS019879,Serum creatinine,Kidney & Urinary Health
PGS019903,Serum creatinine,Kidney & Urinary Health
PGS019916,Serum creatinine,Kidney & Urinary Health
PGS019789,Serum glutamate pyruvate transaminase,Digestive & Liver Health
PGS019813,Serum glutamate pyruvate transaminase,Digestive & Liver Health
PGS019837,Serum glutamate pyruvate transaminase,Digestive & Liver Health
PGS019861,Serum glutamate pyruvate transaminase,Digestive & Liver Health
PGS019885,Serum glutamate pyruvate transaminase,Digestive & Liver Health
PGS019788,Serum glutamic oxaloacetic transaminase,Digestive & Liver Health
PGS019812,Serum glutamic oxaloacetic transaminase,Digestive & Liver Health
PGS019836,Serum glutamic oxaloacetic transaminase,Digestive & Liver Health
PGS019860,Serum glutamic oxaloacetic transaminase,Digestive & Liver Health
PGS019884,Serum glutamic oxaloacetic transaminase,Digestive & Liver Health
PGS000126,Serum urate,Metabolism & Hormones
PGS000755,Serum uric acid levels,Metabolism & Hormones
PGS004938,Severe COVID-19 course,Infectious Diseases
PGS019645,Sicca syndrome,Immune & Autoimmune
PGS019646,Sicca syndrome,Immune & Autoimmune
PGS019647,Sicca syndrome,Immune & Autoimmune
PGS019648,Sicca syndrome,Immune & Autoimmune
PGS019649,Sicca syndrome,Immune & Autoimmune
PGS019650,Sicca syndrome,Immune & Autoimmune
PGS018645,Simple and unspecified goiter,Metabolism & Hormones
PGS018646,Simple and unspecified goiter,Metabolism & Hormones
PGS018647,Simple and unspecified goiter,Metabolism & Hormones
PGS018648,Simple and unspecified goiter,Metabolism & Hormones
PGS018649,Simple and unspecified goiter,Metabolism & Hormones
PGS001308,Sjogren's syndrome/sicca syndrome,Immune & Autoimmune
PGS000398,Skin cancer,Cancer
PGS000399,Skin cancer,Cancer
PGS000400,Skin cancer,Cancer
PGS000401,Skin cancer,Cancer
PGS000402,Skin cancer,Cancer
PGS000403,Skin cancer,Cancer
PGS000404,Skin cancer,Cancer
PGS000405,Skin cancer,Cancer
PGS000406,Skin cancer,Cancer
PGS000407,Skin cancer,Cancer
PGS001041,Skin cancer,Cancer
PGS001803,Skin cancer,Cancer
PGS002014,Skin cancer,Cancer
PGS004833,Skin cancer,Cancer
PGS004834,Skin cancer,Cancer
PGS003382,Skin cutaneous melanoma,Cancer
PGS003204,Sleep apnea,Lung & Respiratory
PGS003205,Sleep apnea,Lung & Respiratory
PGS003206,Sleep apnea,Lung & Respiratory
PGS003207,Sleep apnea,Lung & Respiratory
PGS003208,Sleep apnea,Lung & Respiratory
PGS003209,Sleep apnea,Lung & Respiratory
PGS003210,Sleep apnea,Lung & Respiratory
PGS003211,Sleep apnea,Lung & Respiratory
PGS003212,Sleep apnea,Lung & Respiratory
PGS003213,Sleep apnea,Lung & Respiratory
PGS003214,Sleep apnea,Lung & Respiratory
PGS003215,Sleep apnea,Lung & Respiratory
PGS003216,Sleep apnea,Lung & Respiratory
PGS003217,Sleep apnea,Lung & Respiratory
PGS003218,Sleep apnea,Lung & Respiratory
PGS001932,Sleeplessness / insomnia,Brain & Mental Health
PGS002149,Sleeplessness / insomnia,Brain & Mental Health
PGS018971,Sleep related movement disorders,Brain & Mental Health
PGS018972,Sleep related movement disorders,Brain & Mental Health
PGS018973,Sleep related movement disorders,Brain & Mental Health
PGS018974,Sleep related movement disorders,Brain & Mental Health
PGS018975,Sleep related movement disorders,Brain & Mental Health
PGS018921,Specific nonpsychotic mental disorders due to brain damage,Brain & Mental Health
PGS018922,Specific nonpsychotic mental disorders due to brain damage,Brain & Mental Health
PGS018923,Specific nonpsychotic mental disorders due to brain damage,Brain & Mental Health
PGS018924,Specific nonpsychotic mental disorders due to brain damage,Brain & Mental Health
PGS018925,Specific nonpsychotic mental disorders due to brain damage,Brain & Mental Health
PGS001529,Speed of sound through heel,"Bone, Joint & Muscle Health"
PGS001957,Speed of sound through heel,"Bone, Joint & Muscle Health"
PGS002175,Speed of sound through heel,"Bone, Joint & Muscle Health"
PGS003537,Speed of sound through heel,"Bone, Joint & Muscle Health"
PGS001530,Speed of sound through heel (L),"Bone, Joint & Muscle Health"
PGS001531,Speed of sound through heel (R),"Bone, Joint & Muscle Health"
PGS000197,Spondyloarthroparthy,"Bone, Joint & Muscle Health"
PGS004899,Spontaneous coronary artery dissection,Cardiovascular & Cholesterol
PGS000120,Squamous cell carcinoma,Cancer
PGS000460,Squamous cell carcinoma,Cancer
PGS000461,Squamous cell carcinoma,Cancer
PGS000462,Squamous cell carcinoma,Cancer
PGS000463,Squamous cell carcinoma,Cancer
PGS000464,Squamous cell carcinoma,Cancer
PGS000465,Squamous cell carcinoma,Cancer
PGS000466,Squamous cell carcinoma,Cancer
PGS000467,Squamous cell carcinoma,Cancer
PGS000468,Squamous cell carcinoma,Cancer
PGS000731,Squamous cell carcinoma,Cancer
PGS005209,Squamous cell carcinoma,Cancer
PGS001117,Started insulin within one year diagnosis of diabetes,Metabolism & Hormones
PGS005161,Stomach cancer,Cancer
PGS019325,Stomatitis and mucositis,Digestive & Liver Health
PGS019326,Stomatitis and mucositis,Digestive & Liver Health
PGS019327,Stomatitis and mucositis,Digestive & Liver Health
PGS019328,Stomatitis and mucositis,Digestive & Liver Health
PGS019329,Stomatitis and mucositis,Digestive & Liver Health
PGS000038,Stroke,Cardiovascular & Cholesterol
PGS001793,Stroke,Cardiovascular & Cholesterol
PGS001798,Stroke,Cardiovascular & Cholesterol
PGS002259,Stroke,Cardiovascular & Cholesterol
PGS002770,Stroke,Cardiovascular & Cholesterol
PGS003984,Stroke,Cardiovascular & Cholesterol
PGS004000,Stroke,Cardiovascular & Cholesterol
PGS004015,Stroke,Cardiovascular & Cholesterol
PGS004026,Stroke,Cardiovascular & Cholesterol
PGS004041,Stroke,Cardiovascular & Cholesterol
PGS004054,Stroke,Cardiovascular & Cholesterol
PGS004070,Stroke,Cardiovascular & Cholesterol
PGS004084,Stroke,Cardiovascular & Cholesterol
PGS004098,Stroke,Cardiovascular & Cholesterol
PGS004108,Stroke,Cardiovascular & Cholesterol
PGS004124,Stroke,Cardiovascular & Cholesterol
PGS004138,Stroke,Cardiovascular & Cholesterol
PGS004154,Stroke,Cardiovascular & Cholesterol
PGS004835,Stroke,Cardiovascular & Cholesterol
PGS004836,Stroke,Cardiovascular & Cholesterol
PGS005156,Stroke,Cardiovascular & Cholesterol
PGS005230,Stroke,Cardiovascular & Cholesterol
PGS012551,Stroke,Cardiovascular & Cholesterol
PGS012579,Stroke,Cardiovascular & Cholesterol
PGS001869,Superficial cellulitis and abscess,Skin Health
PGS002081,Superficial cellulitis and abscess,Skin Health
PGS019076,Suppurative and unspecified otitis media,Hearing & Ear Health
PGS019077,Suppurative and unspecified otitis media,Hearing & Ear Health
PGS019078,Suppurative and unspecified otitis media,Hearing & Ear Health
PGS019079,Suppurative and unspecified otitis media,Hearing & Ear Health
PGS019080,Suppurative and unspecified otitis media,Hearing & Ear Health
PGS002278,Supranormal left ventricular ejection fraction,Cardiovascular & Cholesterol
PGS000196,Systemic lupus erythematosus,Immune & Autoimmune
PGS000328,Systemic lupus erythematosus,Immune & Autoimmune
PGS000754,Systemic lupus erythematosus,Immune & Autoimmune
PGS000771,Systemic lupus erythematosus,Immune & Autoimmune
PGS000772,Systemic lupus erythematosus,Immune & Autoimmune
PGS000803,Systemic lupus erythematosus,Immune & Autoimmune
PGS003755,Systemic lupus erythematosus,Immune & Autoimmune
PGS003756,Systemic lupus erythematosus,Immune & Autoimmune
PGS003757,Systemic lupus erythematosus,Immune & Autoimmune
PGS003960,Systemic lupus erythematosus,Immune & Autoimmune
PGS004917,Systemic lupus erythematosus,Immune & Autoimmune
PGS019599,Systemic lupus erythematosus,Immune & Autoimmune
PGS019600,Systemic lupus erythematosus,Immune & Autoimmune
PGS019601,Systemic lupus erythematosus,Immune & Autoimmune
PGS019602,Systemic lupus erythematosus,Immune & Autoimmune
PGS019603,Systemic lupus erythematosus,Immune & Autoimmune
PGS019604,Systemic lupus erythematosus,Immune & Autoimmune
PGS000301,Systolic blood pressure,Cardiovascular & Cholesterol
PGS000913,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002238,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002257,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002275,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002349,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002376,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002421,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002470,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002519,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002568,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002617,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002666,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002715,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002734,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002807,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003069,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003070,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003071,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003072,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003073,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003074,Systolic blood pressure,Cardiovascular & Cholesterol
